20200928_07:36:-45.346,-0.271198,-0.221493,0.789311,-0.266553,-0.202334,0.953010,-0.263171,-0.200468,1.084768,-0.256552,-0.201351,1.285304,-0.288731,-0.202989,1.253463,-0.416863,-0.192765,1.222931,-0.493497,-0.251816,0.986570,-0.507268,-0.168928,0.789370,-0.519914,-0.170744,0.701298,-0.486973,-0.129136,0.616703,-0.468865,-0.151977,0.673514,-0.226612,-0.201365,1.250868,-0.111843,-0.194901,1.211390,-0.061398,-0.172127,0.957118,-0.095260,-0.042667,0.786203,-0.118443,-0.096564,0.710445,-0.162237,-0.117026,0.625013,-0.151724,-0.074213,0.695127,-0.355412,-0.219279,0.791442,-0.359678,-0.226691,0.421553,-0.362399,-0.273665,0.071104,-0.362035,-0.109102,0.017294,-0.195259,-0.223489,0.787390,-0.185082,-0.194963,0.419044,-0.197850,-0.281725,0.072659,-0.171838,-0.136297,0.013085,-0.254417,-0.189291,1.359799,-0.252726,-0.044537,1.392937,-0.280605,-0.075438,1.423658,-0.336130,-0.177763,1.410480,-0.232354,-0.073356,1.425198,-0.183824,-0.184280,1.427017,
20200928_07:36:-45.387,-0.269840,-0.217448,0.788831,-0.263916,-0.203321,0.953150,-0.259380,-0.203325,1.085006,-0.252193,-0.208193,1.285648,-0.284436,-0.209988,1.253822,-0.412397,-0.203696,1.221069,-0.492123,-0.248343,0.982333,-0.511242,-0.150131,0.792544,-0.523201,-0.144484,0.704457,-0.493593,-0.111834,0.614746,-0.469038,-0.146766,0.680874,-0.222328,-0.206734,1.251123,-0.108311,-0.196457,1.209970,-0.063150,-0.173665,0.954467,-0.104098,-0.045458,0.783908,-0.120869,-0.099561,0.706514,-0.166019,-0.122339,0.622280,-0.159196,-0.081705,0.692579,-0.354121,-0.215837,0.791731,-0.359752,-0.216164,0.421451,-0.363720,-0.260120,0.070298,-0.359526,-0.094699,0.018828,-0.193840,-0.218901,0.786217,-0.186854,-0.194134,0.417188,-0.198906,-0.271602,0.068249,-0.173375,-0.123960,0.013742,-0.250161,-0.197618,1.360440,-0.250227,-0.052847,1.394144,-0.277871,-0.084206,1.424692,-0.332230,-0.187202,1.410954,-0.229609,-0.081576,1.426393,-0.179774,-0.192044,1.427959,
20200928_07:36:-45.431,-0.269286,-0.216563,0.788269,-0.262677,-0.204830,0.952910,-0.257554,-0.205569,1.084871,-0.250170,-0.212332,1.285646,-0.282439,-0.214229,1.253788,-0.410101,-0.209958,1.219087,-0.491722,-0.244458,0.979048,-0.513634,-0.135673,0.795183,-0.528517,-0.118789,0.708910,-0.503415,-0.082456,0.619133,-0.481728,-0.137088,0.683728,-0.220320,-0.210145,1.251088,-0.106746,-0.198132,1.208845,-0.064850,-0.177796,0.952324,-0.109420,-0.051969,0.780636,-0.121997,-0.106671,0.702755,-0.168529,-0.131398,0.619720,-0.163652,-0.091870,0.689281,-0.353637,-0.215106,0.791552,-0.359662,-0.212815,0.420926,-0.363984,-0.256542,0.069404,-0.357854,-0.090776,0.018676,-0.193222,-0.217876,0.785309,-0.187796,-0.198305,0.415584,-0.199365,-0.272158,0.065492,-0.173810,-0.123431,0.013552,-0.248225,-0.202460,1.360610,-0.252832,-0.058901,1.399431,-0.279818,-0.092149,1.428625,-0.331058,-0.196232,1.410745,-0.231623,-0.088173,1.430867,-0.178522,-0.197236,1.428998,
20200928_07:36:-45.475,-0.269080,-0.216794,0.787897,-0.262237,-0.205746,0.952726,-0.256921,-0.206227,1.084799,-0.249663,-0.213068,1.285758,-0.281919,-0.215167,1.253842,-0.409326,-0.212235,1.217640,-0.492237,-0.241542,0.977106,-0.516020,-0.127267,0.796609,-0.532115,-0.103967,0.711980,-0.511467,-0.066175,0.621572,-0.490844,-0.132010,0.686105,-0.219770,-0.210656,1.251197,-0.106398,-0.197990,1.208291,-0.066259,-0.181141,0.950998,-0.112708,-0.058002,0.777619,-0.122536,-0.113605,0.699872,-0.170011,-0.140439,0.617927,-0.166380,-0.100959,0.686551,-0.353502,-0.215283,0.791301,-0.359244,-0.213343,0.420334,-0.363351,-0.259020,0.068735,-0.355723,-0.093318,0.017468,-0.192953,-0.218156,0.784828,-0.187953,-0.204128,0.414510,-0.198770,-0.277326,0.063926,-0.172896,-0.128178,0.012916,-0.247850,-0.203220,1.360797,-0.254950,-0.060493,1.402702,-0.281555,-0.094820,1.431070,-0.331076,-0.199394,1.410692,-0.233397,-0.090119,1.433635,-0.178491,-0.198350,1.429685,
20200928_07:36:-45.519,-0.268452,-0.217560,0.787732,-0.261362,-0.206473,0.952686,-0.255864,-0.206577,1.084864,-0.248470,-0.213242,1.285992,-0.280774,-0.215359,1.254072,-0.407998,-0.212486,1.216828,-0.491878,-0.237039,0.975870,-0.516931,-0.120193,0.796983,-0.530370,-0.091419,0.713505,-0.512053,-0.047211,0.625441,-0.487320,-0.119255,0.689102,-0.218574,-0.210872,1.251380,-0.105271,-0.198556,1.207903,-0.066246,-0.185032,0.950021,-0.113109,-0.064088,0.774988,-0.120760,-0.120380,0.697394,-0.168964,-0.148000,0.616039,-0.166486,-0.108953,0.684249,-0.352937,-0.215837,0.791247,-0.358434,-0.215199,0.419962,-0.362424,-0.263346,0.068391,-0.353660,-0.097775,0.016394,-0.192269,-0.219113,0.784561,-0.187514,-0.210729,0.413759,-0.198312,-0.285510,0.063202,-0.171542,-0.136280,0.012477,-0.246601,-0.203318,1.361083,-0.251693,-0.061400,1.406339,-0.278028,-0.096178,1.434487,-0.328847,-0.199966,1.412764,-0.229751,-0.091907,1.436186,-0.175782,-0.200536,1.428706,
20200928_07:36:-45.520,-0.268220,-0.218102,0.787697,-0.261086,-0.206723,0.952755,-0.255561,-0.206368,1.085031,-0.248220,-0.212600,1.286327,-0.280540,-0.214785,1.254379,-0.407635,-0.212035,1.216338,-0.492014,-0.233835,0.975083,-0.517850,-0.115561,0.797053,-0.529910,-0.083162,0.714626,-0.513539,-0.035100,0.628126,-0.485415,-0.110910,0.691164,-0.218291,-0.210306,1.251693,-0.104983,-0.198269,1.207892,-0.066506,-0.187363,0.949604,-0.113551,-0.068163,0.773224,-0.119676,-0.125060,0.695845,-0.168329,-0.153473,0.614941,-0.166646,-0.114572,0.682796,-0.352765,-0.216248,0.791223,-0.357830,-0.217069,0.419650,-0.361483,-0.267424,0.068114,-0.351948,-0.101993,0.015375,-0.191982,-0.219774,0.784517,-0.187148,-0.215747,0.413362,-0.197672,-0.292162,0.062871,-0.170294,-0.142926,0.012108,-0.246370,-0.202504,1.361455,-0.250085,-0.061075,1.408700,-0.276280,-0.096107,1.436734,-0.328000,-0.199389,1.414254,-0.227926,-0.092123,1.437878,-0.174635,-0.201021,1.428256,
20200928_07:36:-45.563,-0.268156,-0.218369,0.787711,-0.261057,-0.206675,0.952865,-0.255564,-0.205923,1.085233,-0.248334,-0.211736,1.286686,-0.280658,-0.213992,1.254701,-0.407673,-0.211360,1.216067,-0.492313,-0.231488,0.974569,-0.518641,-0.112372,0.796991,-0.530084,-0.077610,0.715375,-0.515705,-0.027562,0.629569,-0.484720,-0.105523,0.692390,-0.218364,-0.209511,1.252040,-0.105011,-0.197683,1.208063,-0.066728,-0.188681,0.949489,-0.113804,-0.070762,0.772071,-0.118788,-0.128124,0.694870,-0.167621,-0.157214,0.614233,-0.166559,-0.118338,0.681831,-0.352760,-0.216445,0.791211,-0.357387,-0.218495,0.419379,-0.360665,-0.270567,0.067840,-0.350617,-0.105235,0.014489,-0.191866,-0.220105,0.784555,-0.186852,-0.219269,0.413123,-0.197045,-0.297027,0.062662,-0.169280,-0.147789,0.011763,-0.246528,-0.201476,1.361845,-0.249160,-0.060383,1.410478,-0.275273,-0.095585,1.438445,-0.327706,-0.198490,1.415465,-0.226859,-0.091826,1.439177,-0.174121,-0.200943,1.428033,
20200928_07:36:-45.580,-0.268187,-0.218463,0.787739,-0.261079,-0.206668,0.952989,-0.255579,-0.205739,1.085440,-0.248381,-0.211411,1.287025,-0.280719,-0.213696,1.255016,-0.407709,-0.211132,1.216009,-0.492588,-0.230001,0.974321,-0.519308,-0.110197,0.797100,-0.530441,-0.073808,0.716091,-0.517481,-0.022457,0.630756,-0.484448,-0.101810,0.693370,-0.218387,-0.209204,1.252362,-0.104994,-0.197470,1.208247,-0.066885,-0.189559,0.949445,-0.114036,-0.072363,0.771399,-0.118264,-0.129991,0.694275,-0.167236,-0.159510,0.613802,-0.166577,-0.120684,0.681256,-0.352844,-0.216503,0.791240,-0.357254,-0.219120,0.419175,-0.360348,-0.272105,0.067544,-0.349988,-0.106774,0.013891,-0.191849,-0.220230,0.784581,-0.186795,-0.221274,0.412916,-0.196831,-0.299703,0.062368,-0.168831,-0.150401,0.011468,-0.246589,-0.201089,1.362225,-0.248482,-0.060245,1.411890,-0.274539,-0.095585,1.439795,-0.327464,-0.198234,1.416419,-0.226079,-0.091975,1.440242,-0.173713,-0.201237,1.427989,
20200928_07:36:-45.623,-0.263654,-0.213084,0.789924,-0.254327,-0.201497,0.955316,-0.247156,-0.201159,1.087879,-0.236614,-0.207508,1.289586,-0.269580,-0.209071,1.258085,-0.397044,-0.203902,1.220254,-0.486002,-0.222278,0.979608,-0.514954,-0.106793,0.799519,-0.527623,-0.063659,0.721979,-0.512266,-0.005530,0.641351,-0.487189,-0.090617,0.693529,-0.207136,-0.205802,1.254368,-0.094064,-0.197078,1.208292,-0.059795,-0.192497,0.948497,-0.107643,-0.074098,0.771052,-0.111842,-0.131104,0.693296,-0.163117,-0.157799,0.613098,-0.162863,-0.120017,0.680477,-0.348353,-0.210194,0.794498,-0.355743,-0.213609,0.421954,-0.362011,-0.270891,0.070526,-0.351145,-0.105493,0.016376,-0.187277,-0.215689,0.785799,-0.187550,-0.225820,0.413706,-0.200560,-0.299387,0.061678,-0.170208,-0.149425,0.013414,-0.233328,-0.197406,1.364874,-0.235318,-0.057053,1.416527,-0.261305,-0.092858,1.444041,-0.314209,-0.195401,1.419346,-0.212780,-0.089178,1.444439,-0.160211,-0.198344,1.430574,
20200928_07:36:-45.667,-0.261422,-0.210412,0.790999,-0.250996,-0.198998,0.956554,-0.243003,-0.199080,1.089242,-0.230659,-0.205935,1.291092,-0.263972,-0.207074,1.259854,-0.391694,-0.200429,1.222521,-0.482842,-0.218606,0.982323,-0.513289,-0.106034,0.800313,-0.526105,-0.058523,0.725261,-0.508004,0.003494,0.648007,-0.489379,-0.084357,0.693621,-0.201452,-0.204489,1.255561,-0.088528,-0.197521,1.208417,-0.056301,-0.195004,0.947990,-0.104447,-0.075828,0.770797,-0.108277,-0.132426,0.692570,-0.160796,-0.157349,0.612450,-0.161082,-0.120279,0.679835,-0.346185,-0.207082,0.796108,-0.354753,-0.210924,0.423112,-0.362281,-0.270968,0.071702,-0.351315,-0.105423,0.017295,-0.184988,-0.213415,0.786393,-0.188050,-0.229499,0.414040,-0.202098,-0.299755,0.060902,-0.170347,-0.149283,0.014469,-0.226563,-0.196000,1.366462,-0.228952,-0.055978,1.419536,-0.254884,-0.092163,1.446729,-0.307572,-0.194737,1.420992,-0.206307,-0.088353,1.447180,-0.153371,-0.197378,1.432261,
